x,y,address
-95.32473710000001,29.7473276,4900 CANAL ST
-95.343874,29.7510231,400 ENNIS ST
-95.34886639999999,29.7625625,400 WEST DR
-95.33515399999999,29.74824499999999,200 DRENNAN ST
-95.3380298,29.7482822,300 EVERTON ST
-95.34330729999999,29.7517163,300 ENNIS ST
-95.3288154,29.7485762,4500 CANAL ST
-95.3393485,29.7492903,3500 GARROW 
-95.3280437,29.7432976,4700 HARRISBURG 
-95.3102064,29.7526594,700 GREENWOOD ST
-95.3384212,29.7529488,3300 CANAL ST
-95.3212144,29.7451008,5300 BRADY ST
-95.3473271,29.758436,2300 NAVIGATION 
-95.3374784,29.755147,3300 NAVIGATION 
-95.3167994,29.7425725,200 NORWOOD ST
-95.34719249999999,29.75634579999999,2300 COMMERCE ST
-95.3260044,29.7239583,1900 TELLEPSEN 
-95.32304959999999,29.7369009,1100 WEAVER 
-95.3271188,29.7306712,1400 TELEPHONE 
-95.3412558,29.7428694,3800 LAMAR 
-95.3336061,29.7392262,4400 DALLAS ST
-95.32387089999999,29.7316012,5200 JEFFERSON ST
-95.3406639,29.7412299,3900 DALLAS ST
-95.32687299999999,29.732605,5000 PEASE 
-95.32687299999999,29.732605,5000 PEASE 
-95.3386949,29.7345608,4300 COYLE ST
-95.3297388,29.738091,4700 WOODSIDE ST
-95.3294863,29.7297156,1400 PEARSON 
-95.33779469999999,29.739589,4200 POLK 
-95.3414054,29.7428499,1000 MILBY 
-95.337249,29.738783,4200 CLAY 
-95.3551624,29.7532528,2000 RUSK ST
-95.35042999999999,29.755497,2200 PRESTON ST
-95.35760499999999,29.7470009,1500 HUTCHINS 
-95.3545615,29.7506766,2200 MCKINNEY ST
-95.3474779,29.7486255,800 PAIGE 
-95.35430579999999,29.7527384,2100 RUSK ST
-95.3509648,29.7585534,2000 COMMERCE ST
-95.35123469999999,29.7486809,1000 LIVE OAK 
-95.28951239999999,29.6963818,2500 GULF FWY
-95.35550599999999,29.7512493,1000 SAINT EMANUEL ST
-95.3541371,29.7482304,1200 DOWLING ST
-95.3537195,29.7497841,2300 MCKINNEY ST
-95.3540282,29.7514766,2200 WALKER ST
-95.35186999999999,29.7415454,1700 ENNIS ST
-95.35989140000001,29.747256,2000 LEELAND 
-95.35042999999999,29.755497,2200 PRESTON ST
-95.3545615,29.7506766,2200 MCKINNEY ST
-95.35989140000001,29.747256,2000 LEELAND 
-95.35394649999999,29.75478409999999,600 CHARTRES 
-95.35758779999999,29.7469818,2200 BELL ST
-95.35886909999999,29.7423817,1900 DOWLING ST
-95.3493594,29.7542878,400 DOWLING ST
-95.3483229,29.7491319,2800 RUSK ST
-95.351832,29.7535604,2200 TEXAS ST
-95.3483423,29.7491517,800 DELANO 
-95.3549108,29.75201569999999,900 SAINT EMANUEL ST
-95.34805229999999,29.7277881,2000 MILBY 
-95.3546594,29.7507438,1000 HUTCHINS 
-95.3575919,29.7458855,2300 LEELAND 
-95.35903739999999,29.746757,2100 LEELAND 
-95.3486361,29.7471082,2900 MCKINNEY ST
-95.3543244,29.7527582,800 SAINT EMANUEL ST
-95.3592479,29.74425699999999,2200 JEFFERSON ST
-95.3512155,29.7486609,2600 MCKINNEY ST
-95.3590567,29.7467769,1600 SAINT EMANUEL ST
-95.34805229999999,29.7277881,2000 MILBY 
-95.34803,29.749866,700 DELANO 
-95.35989140000001,29.747256,2000 LEELAND 
-95.3450273,29.736928,1900 MILLER 
-95.355487,29.7512291,2100 MCKINNEY ST
-95.3509648,29.7585534,2000 COMMERCE ST
-95.3578246,29.7483817,1300 SAINT EMANUEL ST
-95.37693209999999,29.741085,1000 ELGIN ST
-95.37693209999999,29.741085,1000 ELGIN ST
-95.3733615,29.7366638,1600 HOLMAN 
-95.380183,29.73366499999999,4200 SAN JACINTO 
-95.3837745,29.7331778,4500 MAIN ST
-95.37314300000001,29.745418,2500 FANNIN ST
-95.374787,29.7477428,2400 MILAM 
-95.37700199999999,29.743819,2900 TRAVIS 
